Class	Name
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
1	distances
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
2	gaps
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
3	negative
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
4	postive
